Flow_ID,Dur,RunTime,Mean,Sum,Min,Max,sTos,dTos,sTtl,dTtl,sHops,dHops,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,Offset,sMeanPktSz,dMeanPktSz,Load,SrcLoad,DstLoad,Loss,SrcLoss,DstLoss,pLoss,SrcGap,DstGap,Rate,SrcRate,DstRate,SrcWin,DstWin,sVid,dVid,SrcTCPBase,DstTCPBase,TcpRtt,SynAck,AckDat,Label,Attack Type,Attack Tool, *        , *    V   , *    f   , e        , e    f   , e &      , e *      , e d      , e g      , e i      , e r      , e s      , eU       ,e        ,arp,icmp,ipv6-icmp,llc,lldp,sctp,tcp,udp,ACC,CON,ECO,FIN,INT,NRS,REQ,RSP,RST,TST,URP,Shutdown,Start,Status,39,4,52,54,af11,af12,af41,cs0,cs4,cs6,cs7,ef,nan,Window_ID,Window_Size
11,2.996247,2.996247,2.996247,2.996247,2.996247,2.996247,136.0,,255.0,,1.0,,3,3,0,222,222,0,1144,74.0,0.0,395.161011,395.161011,0.0,2,2,0,40.0,0.0,0.0,0.667502,0.667502,0.0,3737600.0,,,,3337220161.0,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,1348,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,5
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,1452,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,5
14,0.045953,0.045953,0.045953,0.045953,0.045953,0.045953,0.0,0.0,64.0,117.0,0.0,11.0,6,3,3,728,528,200,1556,176.0,66.666664,84608.17969,61280.0,23328.18164,0,0,0,0.0,,,108.806824,43.522728,43.522728,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,5
15,0.04825,0.04825,0.04825,0.04825,0.04825,0.04825,0.0,0.0,64.0,117.0,0.0,11.0,6,3,3,730,530,200,1652,176.666672,66.666664,80911.91406,58694.30078,22217.61523,0,0,0,0.0,,,103.626938,41.450775,41.450775,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3,5
16,0.050024,0.050024,0.050024,0.050024,0.050024,0.050024,0.0,0.0,64.0,117.0,0.0,11.0,6,3,3,748,548,200,1748,182.666672,66.666664,79961.61719,58531.90625,21429.71484,0,0,0,0.0,,,99.952026,39.980808,39.980808,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,1844,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5
18,0.173787,0.173787,0.173787,0.173787,0.173787,0.173787,0.0,0.0,64.0,52.0,0.0,12.0,18,9,9,7198,4180,3018,1948,464.444458,335.333344,294567.5,171059.9844,123507.5156,0,0,0,0.0,,,97.8209,46.033363,46.033363,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,2044,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5
20,4.997855,4.997855,4.997855,4.997855,4.997855,4.997855,0.0,0.0,117.0,64.0,11.0,0.0,168,149,19,206064,201582,4482,2148,1352.899292,235.89473,327303.625,320505.5,6798.116211,0,0,0,0.0,,,33.414333,29.612703,3.601545,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4,5
21,4.99912,4.99912,4.99912,4.99912,4.99912,4.99912,0.0,0.0,117.0,64.0,11.0,0.0,151,135,16,174146,169427,4719,2252,1255.014771,294.9375,276203.8125,269122.5625,7081.246094,0,0,0,0.0,,,30.00528,26.804716,3.000528,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5
22,4.998846,4.998846,4.998846,4.998846,4.998846,4.998846,0.0,0.0,117.0,64.0,11.0,0.0,165,149,16,205811,201533,4278,2356,1352.570435,267.375,326782.625,320363.5313,6419.081543,0,0,0,0.0,,,32.807571,29.606833,3.000693,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5
23,4.952159,4.952159,4.952159,4.952159,4.952159,4.952159,0.0,0.0,117.0,64.0,11.0,0.0,121,94,27,126573,120662,5911,2460,1283.638306,218.925919,202048.4375,192851.6406,9196.796875,0,0,0,0.0,,,24.231855,18.779688,5.250236,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5
24,0.124988,0.124988,0.124988,0.124988,0.124988,0.124988,0.0,0.0,64.0,53.0,0.0,11.0,10,5,5,2093,921,1172,2564,184.199997,234.399994,107210.2969,47172.53125,60037.76563,0,0,0,0.0,0.0,0.0,72.006912,32.003075,32.003075,599.0,448.0,,,188198650.0,439569382.0,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5
25,0.099941,0.099941,0.099941,0.099941,0.099941,0.099941,0.0,0.0,64.0,53.0,0.0,11.0,9,5,4,4985,3181,1804,2776,636.200012,451.0,312024.0938,203720.1875,108303.8984,0,0,0,0.0,,,80.047226,40.023613,30.01771,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5,5
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,2872,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,5
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,2976,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,5
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,3080,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,5
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,3184,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,5
30,0.202288,0.202288,0.202288,0.202288,0.202288,0.202288,0.0,0.0,64.0,53.0,0.0,11.0,22,12,10,8289,3911,4378,3288,325.916656,437.799988,297674.5938,141817.6094,155857.0,0,0,0,0.0,,,103.812386,54.377914,44.491024,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6,5
31,4.998873,4.998873,4.998873,4.998873,4.998873,4.998873,0.0,0.0,117.0,64.0,11.0,0.0,107,91,16,122760,117886,4874,3384,1295.450562,304.625,193901.2813,186587.6406,7313.647949,0,0,0,0.0,,,21.204779,18.004057,3.000676,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,5
32,4.996729,4.996729,4.996729,4.996729,4.996729,4.996729,0.0,0.0,117.0,64.0,11.0,0.0,114,100,14,128960,124376,4584,3488,1243.76001,327.428558,203957.4531,197141.7813,6815.65918,0,0,0,0.0,,,22.614796,19.812962,2.601702,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,5
33,4.998027,4.998027,4.998027,4.998027,4.998027,4.998027,0.0,0.0,117.0,64.0,11.0,0.0,118,100,18,133899,129137,4762,3592,1291.369995,264.555542,211834.0,204634.3594,7199.641113,0,0,0,0.0,,,23.409239,19.807817,3.401342,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,5
34,4.975156,4.975156,4.975156,4.975156,4.975156,4.975156,0.0,0.0,117.0,64.0,11.0,0.0,166,146,20,201699,196960,4739,3696,1349.041138,236.949997,321781.2813,314540.5,7240.77832,0,0,0,0.0,,,33.164791,29.144815,3.818976,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,5
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.0,,6.0,,1,1,0,98,98,0,3800,98.0,0.0,0.0,0.0,0.0,0,0,0,0.0,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7,5
36,0.099049,0.099049,0.099049,0.099049,0.099049,0.099049,0.0,0.0,64.0,117.0,0.0,11.0,6,3,3,746,546,200,3904,182.0,66.666664,40222.51563,29399.58984,10822.92578,0,0,0,0.0,,,50.480064,20.192026,20.192026,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,5
37,0.129166,0.129166,0.129166,0.129166,0.129166,0.129166,0.0,0.0,64.0,117.0,0.0,11.0,8,4,4,879,603,276,4000,150.75,69.0,40877.62891,28056.91797,12820.71094,0,0,0,0.0,,,54.193825,23.225925,23.225925,,,,,,,0.0,0.0,0.0,Benign,Benign,Benign,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8,5
